1	2	1.3582276188777718
2	1	1.3582276188777718
1	3	1.628566591185238
3	1	1.628566591185238
1	4	1.9515497029482873
4	1	1.9515497029482873
1	5	2.2732677598911195
5	1	2.2732677598911195
1	6	2.0412161142319283
6	1	2.0412161142319283
1	7	1.283248030612502
7	1	1.283248030612502
1	8	1.8660128652090417
8	1	1.8660128652090417
1	9	2.5005728708337482
9	1	2.5005728708337482
1	10	2.6638306980032667
10	1	2.6638306980032667
1	11	2.6922149933243786
11	1	2.6922149933243786
1	13	2.6162450412165215
13	1	2.6162450412165215
1	14	2.739044921812769
14	1	2.739044921812769
1	15	2.6763790567617973
15	1	2.6763790567617973
1	16	2.600864965632546
16	1	2.600864965632546
1	17	2.515948982725501
17	1	2.515948982725501
1	18	2.6997147247748385
18	1	2.6997147247748385
1	20	2.5432634081407572
20	1	2.5432634081407572
1	21	2.634733399852578
21	1	2.634733399852578
2	3	0.3701314340401079
3	2	0.3701314340401079
2	4	0.8434243343266965
4	2	0.8434243343266965
2	5	1.3033415196582088
5	2	1.3033415196582088
2	6	1.2145018822719045
6	2	1.2145018822719045
2	7	0.7152933074507172
7	2	0.7152933074507172
2	8	0.7153161191979556
8	2	0.7153161191979556
2	9	1.685045895379481
9	2	1.685045895379481
2	10	2.0721222516900157
10	2	2.0721222516900157
2	11	1.869882976096172
11	2	1.869882976096172
2	13	1.774222764930224
13	2	1.774222764930224
2	14	2.342982558543945
14	2	2.342982558543945
2	15	1.9745078746976643
15	2	1.9745078746976643
2	16	1.7660668702859301
16	2	1.7660668702859301
2	17	1.7052884411647717
17	2	1.7052884411647717
2	18	1.9136536169814484
18	2	1.9136536169814484
2	20	1.6550822940037533
20	2	1.6550822940037533
2	21	1.8360158697822153
21	2	1.8360158697822153
3	4	0.5555982434558037
4	3	0.5555982434558037
3	5	1.4299067306466635
5	3	1.4299067306466635
3	6	0.9640921069966328
6	3	0.9640921069966328
3	7	0.650950754680174
7	3	0.650950754680174
3	8	0.4171453278324095
8	3	0.4171453278324095
3	9	1.4988770678766687
9	3	1.4988770678766687
3	10	1.9194657854369213
10	3	1.9194657854369213
3	11	1.6813635404064684
11	3	1.6813635404064684
3	13	1.599040594251583
13	3	1.599040594251583
3	14	2.210378803167773
14	3	2.210378803167773
3	15	1.7940718139719258
15	3	1.7940718139719258
3	16	1.5918339485432804
16	3	1.5918339485432804
3	17	1.5212569251244419
17	3	1.5212569251244419
3	18	1.7262716424704192
18	3	1.7262716424704192
3	20	1.449024273201641
20	3	1.449024273201641
3	21	1.64221204730323
21	3	1.64221204730323
4	5	1.6330974004739593
5	4	1.6330974004739593
4	6	0.8067674889785506
6	4	0.8067674889785506
4	7	1.1749658204047713
7	4	1.1749658204047713
4	8	0.17508789172405023
8	4	0.17508789172405023
4	9	1.1315843770989364
9	4	1.1315843770989364
4	10	1.6358947245815778
10	4	1.6358947245815778
4	11	1.5347658553774155
11	4	1.5347658553774155
4	13	1.3274960878652373
13	4	1.3274960878652373
4	14	1.9730217104346583
14	4	1.9730217104346583
4	15	1.6643935385727695
15	4	1.6643935385727695
4	16	1.2360985054638811
16	4	1.2360985054638811
4	17	1.1581626234568825
17	4	1.1581626234568825
4	18	1.6090664653349567
18	4	1.6090664653349567
4	20	1.449361908108855
20	4	1.449361908108855
4	21	1.5102257957785536
21	4	1.5102257957785536
5	6	2.121484946168295
6	5	2.121484946168295
5	7	1.6549988638919175
7	5	1.6549988638919175
5	8	1.5201214791536142
8	5	1.5201214791536142
5	9	1.1981994836023044
9	5	1.1981994836023044
5	10	1.0766771574360148
10	5	1.0766771574360148
5	11	0.7909134051152465
11	5	0.7909134051152465
5	13	0.6265065694372292
13	5	0.6265065694372292
5	14	1.518483632713383
14	5	1.518483632713383
5	15	0.9414760182360915
15	5	0.9414760182360915
5	16	0.8789891004161162
16	5	0.8789891004161162
5	17	1.1794896895594285
17	5	1.1794896895594285
5	18	0.9308112971373191
18	5	0.9308112971373191
5	20	0.4986978815506
20	5	0.4986978815506
5	21	0.8378145395032769
21	5	0.8378145395032769
6	7	1.2493247608948803
7	6	1.2493247608948803
6	8	0.9101130932803612
8	6	0.9101130932803612
6	9	1.4613638418488828
9	6	1.4613638418488828
6	10	1.9160534046905005
10	6	1.9160534046905005
6	11	2.0271976138677523
11	6	2.0271976138677523
6	13	1.9245683327637184
13	6	1.9245683327637184
6	14	2.1914725313881744
14	6	2.1914725313881744
6	15	2.018697184823314
15	6	2.018697184823314
6	16	1.8527105814426752
16	6	1.8527105814426752
6	17	1.4858114914011444
17	6	1.4858114914011444
6	18	1.8918357499345377
18	6	1.8918357499345377
6	20	2.0045644642175695
20	6	2.0045644642175695
6	21	1.7984669683839065
21	6	1.7984669683839065
7	8	1.0487273280962257
8	7	1.0487273280962257
7	9	1.922294266718955
9	7	1.922294266718955
7	10	2.2762763340164636
10	7	2.2762763340164636
7	11	2.079744642381185
11	7	2.079744642381185
7	13	2.02508683529518
13	7	2.02508683529518
7	14	2.517488948338305
14	7	2.517488948338305
7	15	2.1674740789147258
15	7	2.1674740789147258
7	16	2.013537095368335
16	7	2.013537095368335
7	17	1.9407195982027374
17	7	1.9407195982027374
7	18	2.10458625863804
18	7	2.10458625863804
7	20	1.8825813956082251
20	7	1.8825813956082251
7	21	2.0321124908176773
21	7	2.0321124908176773
8	9	1.2078944939698362
9	8	1.2078944939698362
8	10	1.692019855309746
10	8	1.692019855309746
8	11	1.6067832742674506
11	8	1.6067832742674506
8	13	1.333129285084683
13	8	1.333129285084683
8	14	2.0208058433660767
14	8	2.0208058433660767
8	15	1.725789359654578
15	8	1.725789359654578
8	16	1.3228473744417815
16	8	1.3228473744417815
8	17	1.2336254948683834
17	8	1.2336254948683834
8	18	1.669171522772542
18	8	1.669171522772542
8	20	1.3956778169412456
20	8	1.3956778169412456
8	21	1.5720695345592735
21	8	1.5720695345592735
9	10	0.7511748137978295
10	9	0.7511748137978295
9	11	0.9977756327486891
11	9	0.9977756327486891
9	13	0.8084896210811087
13	9	0.8084896210811087
9	14	1.3185089092879312
14	9	1.3185089092879312
9	15	0.9792906262644852
15	9	0.9792906262644852
9	16	0.6672124846534396
16	9	0.6672124846534396
9	17	0.03399957831585754
17	9	0.03399957831585754
9	18	0.7034705349433761
18	9	0.7034705349433761
9	20	0.988484097773885
20	9	0.988484097773885
9	21	0.5582266987332649
21	9	0.5582266987332649
10	11	0.7143539117062531
11	10	0.7143539117062531
10	13	0.618911062016088
13	10	0.618911062016088
10	14	0.8900824564839503
14	10	0.8900824564839503
10	15	0.49223721131506
15	10	0.49223721131506
10	16	0.8361722831583921
16	10	0.8361722831583921
10	17	0.7234239891992801
17	10	0.7234239891992801
10	18	0.703595234998958
18	10	0.703595234998958
10	20	0.7055853651250323
20	10	0.7055853651250323
10	21	0.4996237111696147
21	10	0.4996237111696147
11	13	0.46574433101778895
13	11	0.46574433101778895
11	14	1.1363719841563207
14	11	1.1363719841563207
11	15	0.23870927565777444
15	11	0.23870927565777444
11	16	0.490488459736894
16	11	0.490488459736894
11	17	0.9758204489193475
17	11	0.9758204489193475
11	18	0.4260357130793336
18	11	0.4260357130793336
11	20	0.31874912842154357
20	11	0.31874912842154357
11	21	0.5228694803483388
21	11	0.5228694803483388
13	14	1.2027405147504209
14	13	1.2027405147504209
13	15	0.6662083657272284
15	13	0.6662083657272284
13	16	0.33953579566334613
16	13	0.33953579566334613
13	17	0.7833501881976606
17	13	0.7833501881976606
13	18	0.6880217827219749
18	13	0.6880217827219749
13	20	0.27898226787009933
20	13	0.27898226787009933
13	21	0.5806091854864174
21	13	0.5806091854864174
14	15	0.9947964961834158
15	14	0.9947964961834158
14	16	1.2173999839678349
16	14	1.2173999839678349
14	17	1.3016042570830904
17	14	1.3016042570830904
14	18	1.129569196525799
18	14	1.129569196525799
14	20	1.2619000641657543
20	14	1.2619000641657543
14	21	1.1747439865418783
21	14	1.1747439865418783
15	16	0.6883891016707209
16	15	0.6883891016707209
15	17	0.9569615755349098
17	15	0.9569615755349098
15	18	0.40642237635479195
18	15	0.40642237635479195
15	20	0.5144802615649581
20	15	0.5144802615649581
15	21	0.5060287379844246
21	15	0.5060287379844246
16	17	0.6411643820820427
17	16	0.6411643820820427
16	18	0.5288800723470496
18	16	0.5288800723470496
16	20	0.5856246617991422
20	16	0.5856246617991422
16	21	0.6617780017469802
21	16	0.6617780017469802
17	18	0.676612132328784
18	17	0.676612132328784
17	20	0.9662563217128998
20	17	0.9662563217128998
17	21	0.528879943084224
21	17	0.528879943084224
18	20	0.6462347915793173
20	18	0.6462347915793173
18	21	0.19914003746456593
21	18	0.19914003746456593
20	21	0.5406734810573921
21	20	0.5406734810573921
